ENSEMBL,logFC,P.Value
ENSG00000281028,-3.15749255315691,0.00404732963221699
ENSG00000283528,-2.78230095902532,0.01158190482549
ENSG00000260238,2.45909951753132,0.0098246612528856
ENSG00000170293,1.89061254198257,0.00262975300083373
ENSG00000122121,1.82898855198126,0.00325060220353978
ENSG00000118557,-1.7284381936015,0.00271546885688224
ENSG00000213297,-2.66206365326383,0.0355573620652579
ENSG00000126947,1.65533611285399,0.00582252145318778
ENSG00000163491,1.69724275884976,0.00891495506779233
ENSG00000122970,1.10725318924207,0.000890727802197129
ENSG00000173366,2.55554151425696,0.0512033026243838
ENSG00000213123,1.577189394039,0.00856932522045193
ENSG00000255330,2.01323804489452,0.0240545304189868
ENSG00000102109,1.52609214341857,0.0138183216139605
ENSG00000154380,1.60686015421882,0.0192484355273216
ENSG00000160062,-1.48545154823216,0.0143520221538585
ENSG00000262621,2.35769329187586,0.0727785451895137
ENSG00000134007,-1.3323671038292,0.0100994801383118
ENSG00000269897,-1.88107107619385,0.0418574328372392
ENSG00000248099,-1.44501875521806,0.0197213694016098
ENSG00000186523,-1.36106748172912,0.0155495467777499
ENSG00000109881,1.28834121074992,0.0126823208247573
ENSG00000269242,1.977250326387,0.0605775277808141
ENSG00000240403,-1.55700443934301,0.028904119080368
ENSG00000255639,1.96279411728341,0.061721636416297
ENSG00000282246,-2.11575353785963,0.0765773066177456
ENSG00000178297,1.76363041280582,0.0464819911140519
ENSG00000186395,1.03802964218528,0.00591134535598142
ENSG00000124507,-1.15308206453718,0.0110641213348223
ENSG00000205084,1.19339773003876,0.013308323743822
ENSG00000203546,2.63751866737232,0.145253225635892
ENSG00000119227,-1.21771055392684,0.015667043083963
ENSG00000103485,1.24644113100444,0.0172488273032615
ENSG00000078900,1.11142698397434,0.0107864625850834
ENSG00000112245,-0.952155053490127,0.00527687454497553
ENSG00000188223,1.8137404847551,0.0641865086014029
ENSG00000281991,-1.46107009457509,0.033323080654406
ENSG00000135925,1.15447300679495,0.0149511701721473
ENSG00000221944,0.904981788890193,0.00472241731518007
ENSG00000099840,-1.06349235193382,0.0106754075387302
ENSG00000248712,-1.30883718320963,0.0253116592052221
ENSG00000197275,1.09211027692419,0.0133361554445704
ENSG00000087085,1.7203806319407,0.0670461684679738
ENSG00000204525,1.67315046570709,0.0663421005827225
ENSG00000149571,-1.21496605155054,0.0243785733421595
ENSG00000065833,-1.20388088771251,0.0239091470389311
ENSG00000213420,-1.1480281767871,0.0202767107491665
ENSG00000198892,1.40538362234355,0.0424219153214527
ENSG00000128656,1.20435078566549,0.0251058991962433
ENSG00000096060,-0.810488368754788,0.00465032614145466
ENSG00000133138,-1.16657482322145,0.0241894063939432
ENSG00000130997,-0.893720868785074,0.00808932234416308
ENSG00000158220,1.07405496400033,0.0182654977944736
ENSG00000197557,0.890069744367758,0.00844351996947103
ENSG00000164638,-1.17169820295514,0.0269740995896485
ENSG00000188199,-1.14967716484612,0.0256506182960066
ENSG00000180626,0.861789902530773,0.00780599770083364
ENSG00000164099,0.843586528169171,0.00711037443038329
ENSG00000165646,1.0104607374115,0.0173084712648696
ENSG00000068885,0.61942784844693,0.00153143554399527
ENSG00000274944,-1.40232430420637,0.0577473331269467
ENSG00000138180,1.34834642730479,0.0527983867437813
ENSG00000258839,-0.865859408540546,0.0108769758008751
ENSG00000168661,0.872192400205856,0.0113481249699397
ENSG00000137672,-1.41158118915722,0.0648099170049148
ENSG00000171766,1.22240643481059,0.0434100316663546
ENSG00000197256,1.42734230161837,0.0683947669690298
ENSG00000197558,-1.15593259475775,0.0379670191730087
ENSG00000185689,-1.09699357856254,0.0322569931720466
ENSG00000278224,-1.21566191646853,0.0453571306131181
ENSG00000164849,1.21230226642323,0.0452154513082544
ENSG00000264324,1.44491152217191,0.0772990625205084
ENSG00000122477,-0.994255566493432,0.0245183817113079
ENSG00000169246,-0.895719135333437,0.0172743438637611
ENSG00000283761,-0.824539928357231,0.0123613809565515
ENSG00000175445,-1.25311575593352,0.0558523858538742
ENSG00000223443,-1.52695198110428,0.0943601094472117
ENSG00000105610,1.16666466945018,0.0460896706669516
ENSG00000214021,-0.7132072455836,0.00653586786517784
ENSG00000170627,1.14977365454724,0.0465175702698879
ENSG00000148225,1.25733428650073,0.0607170175179226
ENSG00000143126,-0.907162527745625,0.0212515458036931
ENSG00000160318,-0.948994913232145,0.026136786253953
ENSG00000121410,0.836861269066248,0.0163276021683613
ENSG00000127947,-0.616910129311396,0.00377218163156396
ENSG00000162526,-1.12133934494191,0.0482103713109805
ENSG00000275895,-0.787208747972026,0.0133777812780363
ENSG00000170374,1.27914194363032,0.0728789999465032
ENSG00000176222,1.02102062664165,0.0379103749346906
ENSG00000163795,-0.523132286673968,0.00178034287599988
ENSG00000196381,1.13763537958893,0.0551489917845718
ENSG00000241360,1.1921653789062,0.0630467832815554
ENSG00000156500,-0.576529719807608,0.00329603464597246
ENSG00000171320,0.951377117455548,0.0322310588988475
ENSG00000086506,1.0827604046899,0.0495683394883769
ENSG00000137962,-1.07729926538905,0.0529417310164766
ENSG00000147180,0.986632891883457,0.0404857486590992
ENSG00000170482,-0.894384750968908,0.0298459224167603
ENSG00000187510,1.07150870066541,0.0535356863113566
ENSG00000143771,-0.409091908168588,0.000470169828256049
ENSG00000179761,-0.78117476509598,0.0186685798492804
ENSG00000130270,-0.997792205850746,0.0444024529263578
ENSG00000154175,0.88035580661378,0.0305683471361697
ENSG00000249624,-0.828363168590049,0.0253204820155177
ENSG00000155966,-0.73133722080352,0.0156930104451665
ENSG00000152475,0.946433998784778,0.040848310626868
ENSG00000187187,0.64160705536209,0.00899296591985231
ENSG00000123989,0.789404454505696,0.021908587759724
ENSG00000184828,-1.19656767134335,0.0829843446195512
ENSG00000050030,1.23535033447986,0.0922324442224196
ENSG00000140675,1.03603998486723,0.0583692831237924
ENSG00000163833,-0.765827629592458,0.0218117962189183
ENSG00000147813,-0.706722186978875,0.0159847323180388
ENSG00000189253,1.38636387336411,0.121509163260247
ENSG00000102984,0.705873712517895,0.0159416344983926
ENSG00000186810,0.699662565457581,0.0154987386583503
ENSG00000181856,1.27412403439781,0.102220081631354
ENSG00000273899,-0.430069077258425,0.00120547359461826
ENSG00000116213,-0.434766793542326,0.00138404075482297
ENSG00000134532,1.15823606605736,0.0845041631376187
ENSG00000165655,-1.10862670392134,0.0758423113106259
ENSG00000140379,-0.816061723759661,0.0315186716173192
ENSG00000120279,-0.825539520848093,0.0333857720468158
ENSG00000239521,-0.54367921268851,0.0058293643013038
ENSG00000162366,1.1652993683381,0.0912739955311651
ENSG00000102760,0.809539515480482,0.0322272107485676
ENSG00000204147,0.780399985862066,0.0283957351172419
ENSG00000136158,0.815223947740905,0.0332176221106005
ENSG00000011028,1.01177832563289,0.0647579085813314
ENSG00000184716,1.13019722941496,0.0868591392689026
ENSG00000204613,1.03394524993493,0.0709084243966849
ENSG00000181218,0.791068662858178,0.031929399142895
ENSG00000101104,-0.679885838366209,0.018392101804936
ENSG00000283228,1.89633762235657,0.238847672332934
ENSG00000163535,0.707894698194529,0.0220800933546616
ENSG00000100558,1.04171664610613,0.0752997612578968
ENSG00000196890,1.02283195948181,0.0734679774211908
ENSG00000163380,0.780072080293163,0.0328130149652755
ENSG00000103494,0.683143748023695,0.0204617693951878
ENSG00000175309,-0.507886405412271,0.00537064312303961
ENSG00000079156,1.24817197978083,0.119428092543094
ENSG00000109911,0.509738838982077,0.00573615363857259
ENSG00000213088,1.12968923335884,0.0975636228316542
ENSG00000143546,-0.888517149023921,0.0520074646846245
ENSG00000163751,0.891565198581426,0.0532422113871011
ENSG00000143479,1.1265228747695,0.098672492350421
ENSG00000129646,0.647332605996242,0.017990328026829
ENSG00000224420,-1.04689366837646,0.0834416753475899
ENSG00000176387,-0.998977746338049,0.0774809701977197
ENSG00000116690,-0.890121477385604,0.0580427443242437
ENSG00000179094,-0.743377368446987,0.0332714106182449
ENSG00000156172,0.8311903533664,0.0482271596983304
ENSG00000084112,-0.508334638202699,0.00703158495904702
ENSG00000250151,-0.634441439630468,0.0195676241982513
ENSG00000151835,0.540218349240664,0.00993399537984047
ENSG00000166527,-0.903897316661471,0.0639586330827438
ENSG00000108924,0.799468265453538,0.0447770420034554
ENSG00000188629,0.922323564704414,0.0681132464983802
ENSG00000064309,0.976194301315837,0.079455175182737
ENSG00000169507,1.24434790035773,0.1383233380074
ENSG00000110660,0.766215999803188,0.0410882738922401
ENSG00000136870,0.472157339252812,0.00582505721649828
ENSG00000013392,0.794909906377927,0.0472538473752638
ENSG00000196358,-0.716376911312826,0.0341497284277028
ENSG00000002745,0.760159544771722,0.0428690225124952
ENSG00000179934,0.749101088049996,0.0412439855120631
ENSG00000184731,1.08129173936126,0.113086565628864
ENSG00000161202,-0.494307814921859,0.00851735483663302
ENSG00000143156,0.605641466623064,0.0208152109556051
ENSG00000102886,-0.695953070334316,0.0350943383841054
ENSG00000188483,0.762017625936358,0.0470433808297854
ENSG00000173208,0.589955984680428,0.019601375676948
ENSG00000204815,0.992909302357121,0.0975425299337176
ENSG00000005302,-0.443749258358675,0.00552918737903278
ENSG00000163600,0.603206353128759,0.0218668767232881
ENSG00000133477,0.936233524467182,0.0858486534364153
ENSG00000156711,-0.534578979049907,0.0138572579979717
ENSG00000137198,0.982088809302152,0.0983486406257185
ENSG00000154165,0.870396093677197,0.0736741971224521
ENSG00000187037,-0.734704626367526,0.0455316030058632
ENSG00000129204,0.735327367438186,0.0460207362565146
ENSG00000274226,-1.36853778480704,0.191868512010672
ENSG00000183808,0.40092622269687,0.00372614584677805
ENSG00000107282,0.978627399666629,0.103051407056901
ENSG00000203668,0.6028585670755,0.0253601803526341
ENSG00000091536,-0.970101831653971,0.103867484843756
ENSG00000181588,0.67971903985112,0.0399147971338057
ENSG00000177733,0.395068039423898,0.00401078688846776
ENSG00000164220,-0.672257641549561,0.0407551886377237
ENSG00000083817,0.645266948003358,0.0358373442545631
ENSG00000068976,-0.567327507574637,0.0228281317414177
ENSG00000039068,0.812996871187265,0.0718051078724603
ENSG00000151065,0.501779960681854,0.0140289336771022
ENSG00000258227,-0.820239857116879,0.074636904148016
ENSG00000109083,-0.462898179849399,0.0101873218196316
ENSG00000073111,0.510829979906132,0.0159296913883474
ENSG00000166793,0.862539336676444,0.0864989271251085
ENSG00000284484,-0.641651401551989,0.0387077762210453
ENSG00000033122,0.766230923625007,0.0670621109083514
